nome_hotel,prezzo,stanza,città,data,punteggio,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
I Sollazzi,€ 59,,Palermo ,2024-03-20,"8,9", · 7 recensioni," 1,9 km dal centro",False,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Miceli Exclusive Suite,€ 211,,Palermo ,2024-03-20,"9,6", · 185 recensioni," 2,6 km dal centro",False,,True,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Salsedine Apartment,€ 64,Intero appartamento – 40m²:,Palermo ,2024-03-20,"9,5", · 25 recensioni," 9,9 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa Rosina,€ 59,Intero appartamento – 20m²:,Palermo ,2024-03-20,"7,9", · 76 recensioni," 2,1 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
1 room apartment near by Central train station,€ 43,Intero appartamento:,Palermo ,2024-03-20,"4,5", · 46 recensioni," 1,5 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Bedda Me Palermo House Casa Vacanza,€ 102,,Palermo ,2024-03-20,,," 0,9 km dal centro",False,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Green Suite Palermo,€ 72,,Palermo ,2024-03-20,"9,0", · 33 recensioni," 1,5 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa Chiaretta,€ 75,Intera casa vacanze – 40m²:,"Monte di Pietà, Palermo ",2024-03-20,"9,6", · 10 recensioni, 400 m dal centro,True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Al Cortile del capo,€ 91,Intera casa vacanze – 60m²:,"Monte di Pietà, Palermo ",2024-03-20,,, 300 m dal centro,False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Red_Cross.Rent_Appartament,€ 69,,Palermo ,2024-03-20,"7,0", · 1 recensione," 3,5 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Franco-Home,€ 63,,Palermo ,2024-03-20,"7,9", · 97 recensioni," 0,8 km dal centro",False,Prezzo solo su mobile ,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casetta di Chico,€ 91,Intero appartamento – 60m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,0", · 2 recensioni," 0,5 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Trip Rooms,€ 68,Intero monolocale – 40m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,8", · 56 recensioni, 450 m dal centro,False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Domus Maqueda,€ 90,,"Monte di Pietà, Palermo ",2024-03-20,"8,5", · 54 recensioni, 500 m dal centro,True,Offerta Inizio 2024 ,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Corte del Tribunale,€ 136,Intero appartamento – 50m²:,Palermo ,2024-03-20,"9,0", · 1 recensione," 0,6 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La casa di Chele,€ 89,,"Castellammare Vucciria, Palermo ",2024-03-20,"9,1", · 110 recensioni," 0,8 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Calandrea,€ 86,Intera casa vacanze – 85m²:,Palermo ,2024-03-20,10, · 2 recensioni," 1,4 km dal centro",False,Offerta Inizio 2024 ,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La casetta mape,€ 69,,"Borgo vecchio, Palermo ",2024-03-20,"8,2", · 82 recensioni," 0,8 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
*1*7*4* Via Roma,€ 94,,"La Kalsa, Palermo ",2024-03-20,"9,2", · 171 recensioni," 0,9 km dal centro",True,,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
CASA MIKY,€ 88,Intero appartamento – 70m²:,"La Kalsa, Palermo ",2024-03-20,"9,7", · 145 recensioni," 1,3 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
House il Conte,€ 83,Intero appartamento – 75m²:,Palermo ,2024-03-20,"9,4", · 40 recensioni," 4,1 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Appartamento Olivuzza House,€ 82,Intero appartamento – 60m²:,Palermo ,2024-03-20,"9,8", · 13 recensioni," 0,9 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
B&B Benincasa,€ 87,,"Borgo vecchio, Palermo ",2024-03-20,"8,6", · 539 recensioni," 0,7 km dal centro",True,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Cielo e Mare Mondello,€ 116,,Palermo ,2024-03-20,"8,9", · 42 recensioni," 10,1 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
HOLIDAY HOUSE ORLANDO,€ 89,Intera casa vacanze – 45m²:,Palermo ,2024-03-20,"9,6", · 41 recensioni," 1,6 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Vela house charming front of the sea,€ 134,Intero appartamento – 160m²:,"Castellammare Vucciria, Palermo ",2024-03-20,"8,9", · 49 recensioni," 0,8 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Apartment casa di Nick,€ 43,,Palermo ,2024-03-20,,," 1,8 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Ncantu home,€ 87,Intero appartamento – 80m²:,"Albergaria, Palermo ",2024-03-20,"9,4", · 118 recensioni," 0,8 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Pane Amore e Marmellata,€ 94,,Palermo ,2024-03-20,"9,1", · 79 recensioni," 1,5 km dal centro",False,,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Jardin De France,€ 58,,"La Kalsa, Palermo ",2024-03-20,"6,2", · 322 recensioni," 1,2 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
SicilyHouse Palermo,€ 75,,Palermo ,2024-03-20,"9,4", · 141 recensioni," 2,1 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
- Palermo - Sferracavallo sul mare,€ 58,Intero appartamento:,Palermo ,2024-03-20,"9,4", · 28 recensioni," 11,2 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
BALLARÒ ROOM'S,€ 64,,"Albergaria, Palermo ",2024-03-20,,," 1,1 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Appartamento vista stazione,€ 114,Appartamento privato – 90m²:,Palermo ,2024-03-20,,," 2,8 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Divisi64,€ 82,Intero appartamento – 60m²:,"La Kalsa, Palermo ",2024-03-20,"9,2", · 34 recensioni," 1,1 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Aquasuite,€ 315,Suite privata – 50m²:,"La Kalsa, Palermo ",2024-03-20,"9,6", · 61 recensioni," 1,2 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
TRISOLE Palermo,€ 73,Intero appartamento – 45m²:,Palermo ,2024-03-20,"9,2", · 68 recensioni," 1,9 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Artists penthouse,€ 84,Intero appartamento – 130m²:,Palermo ,2024-03-20,"9,3", · 12 recensioni," 0,9 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
A casa SCALILLA,€ 60,Intero appartamento – 25m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,5", · 35 recensioni, 350 m dal centro,False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
B&B La Tua Dimora,€ 117,,Palermo ,2024-03-20,"8,8", · 653 recensioni," 0,5 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa Gelsomino,€ 147,Intera casa vacanze:,Palermo ,2024-03-20,"8,3", · 166 recensioni," 3,1 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Il Cantico,€ 69,,"La Kalsa, Palermo ",2024-03-20,,, 1 km dal centro,False,,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Pindemonte Suites,€ 76,,Palermo ,2024-03-20,"9,1", · 263 recensioni," 1,9 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa Le Rose,€ 164,Intero appartamento – 74m²:,Palermo ,2024-03-20,"9,7", · 95 recensioni," 1,9 km dal centro",False,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Appartamento - Centro Storico - A casa di Cilu,€ 102,Intero appartamento – 86m²:,"Albergaria, Palermo ",2024-03-20,"9,5", · 10 recensioni," 1,1 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Palermo Central Apartment,€ 72,Intero appartamento – 50m²:,"Albergaria, Palermo ",2024-03-20,"5,0", · 1 recensione," 0,9 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
[Luxury suite] 2 min dal Politeama,€ 114,Intero appartamento – 50m²:,"Borgo vecchio, Palermo ",2024-03-20,"9,4", · 22 recensioni," 0,7 km dal centro",True,Prezzo solo su mobile Offerta SuperSegreta ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Addaura's Home - Mondello,€ 124,Intero appartamento – 65m²:,Palermo ,2024-03-20,"7,2", · 12 recensioni," 7,9 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casetta Delia,€ 81,Intero appartamento – 50m²:,Palermo ,2024-03-20,"9,4", · 105 recensioni," 1,7 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Palazzo Moncada appartamento 2,€ 97,,"Castellammare Vucciria, Palermo ",2024-03-20,"9,4", · 16 recensioni," 0,5 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Vista sulle Cupole by Wonderful Italy,€ 146,Intero appartamento – 50m²:,"Castellammare Vucciria, Palermo ",2024-03-20,"6,2", · 4 recensioni," 0,5 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Le stanze di Nonna Maria,€ 99,,Palermo ,2024-03-20,"7,4", · 91 recensioni, 2 km dal centro,False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Apartment Calliope,€ 69,,"La Kalsa, Palermo ",2024-03-20,"8,5", · 6 recensioni," 1,4 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Suites Masculu & Fimmina,€ 93,Intero appartamento – 45m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,6", · 35 recensioni," 0,6 km dal centro",True,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Lincoln Apartment,€ 89,Intero appartamento – 75m²:,Palermo ,2024-03-20,"9,1", · 60 recensioni," 1,5 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
B&B Porta Nuova,€ 54,Suite privata:,Palermo ,2024-03-20,"8,9", · 367 recensioni, 1 km dal centro,False,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Ca' Gio',€ 67,Intero appartamento – 25m²:,"La Kalsa, Palermo ",2024-03-20,"9,0", · 1 recensione," 0,9 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
InSeventhHeaven,€ 81,Intero appartamento – 170m²:,"La Kalsa, Palermo ",2024-03-20,,," 1,2 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Sicily guest house,€ 69,Intero appartamento – 51m²:,Palermo ,2024-03-20,"7,7", · 3 recensioni," 1,4 km dal centro",False,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Appartamento Sofì Sofì,€ 60,Intero appartamento:,"Borgo vecchio, Palermo ",2024-03-20,"7,3", · 41 recensioni," 0,9 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Meschita Little House,€ 74,Intero appartamento – 30m²:,"La Kalsa, Palermo ",2024-03-20,"8,1", · 50 recensioni, 1 km dal centro,True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La casetta di salvuccio,€ 84,Intero appartamento – 50m²:,Palermo ,2024-03-20,"9,6", · 24 recensioni," 1,9 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Monovano in pieno centro,€ 69,Intero appartamento – 40m²:,Palermo ,2024-03-20,"6,8", · 36 recensioni," 0,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La Casa di Giulietta,€ 92,Intera casa vacanze – 70m²:,"La Kalsa, Palermo ",2024-03-20,"9,4", · 7 recensioni," 1,4 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Due Cani Apartment,€ 179,,"La Kalsa, Palermo ",2024-03-20,"9,0", · 22 recensioni, 1 km dal centro,False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Rosato Suites: 3 - Moderno appartamento con patio,€ 94,Intero appartamento – 50m²:,Palermo ,2024-03-20,"9,2", · 22 recensioni," 4,9 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
ALLOGGIO DEI MILLE,€ 48,,Palermo ,2024-03-20,"6,0", · 117 recensioni," 1,6 km dal centro",False,,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
55 Aira Hotel,€ 170,,Palermo ,2024-03-20,"7,1", · 149 recensioni," 1,6 km dal centro",False,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Maison Butera LUXURY SUITE,€ 127,,"La Kalsa, Palermo ",2024-03-20,"8,7", · 58 recensioni," 1,4 km dal centro",True,,True,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
caZÁ ~ Palermo,€ 106,Intero appartamento – 55m²:,"Castellammare Vucciria, Palermo ",2024-03-20,"9,6", · 26 recensioni, 450 m dal centro,True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Hotel Florio Operà Palermo Central,€ 130,,"Ruggero Settimo, Palermo ",2024-03-20,"6,9", · 26 recensioni, 300 m dal centro,True,Prezzo solo su mobile ,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Daria's home apartment rooms,€ 63,,"La Kalsa, Palermo ",2024-03-20,"9,8", · 5 recensioni," 1,3 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Politeama Holidays,€ 119,Intera casa vacanze – 50m²:,"Ruggero Settimo, Palermo ",2024-03-20,,, 350 m dal centro,False,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Dimora D'aumale,€ 250,Intero appartamento – 190m²:,Palermo ,2024-03-20,10, · 1 recensione," 1,7 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Affittacamere Olimpo,€ 79,Intero monolocale:,Palermo ,2024-03-20,"8,1", · 50 recensioni," 2,1 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
B&B Palazzo Corvino,€ 93,,"La Kalsa, Palermo ",2024-03-20,"9,0", · 285 recensioni," 1,1 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
AFFITTI BREVi,€ 67,Intero appartamento – 45m²:,"La Kalsa, Palermo ",2024-03-20,"8,6", · 24 recensioni," 1,1 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Cobi Luxury Apartment,€ 121,Intero appartamento – 70m²:,Palermo ,2024-03-20,"8,8", · 17 recensioni," 0,7 km dal centro",True,Offerta Inizio 2024 ,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casetta Da-Ro,€ 77,Intera casa vacanze – 50m²:,Palermo ,2024-03-20,"8,9", · 10 recensioni," 1,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
"La Rosa Dei Venti "" LEVANTE """,€ 82,Intero appartamento – 30m²:,"La Kalsa, Palermo ",2024-03-20,"8,7", · 14 recensioni," 1,2 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Nonna Anna Rooms,€ 74,,Palermo ,2024-03-20,"9,2", · 183 recensioni," 10,1 km dal centro",False,,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Locazione breve Le stanze di Mandy,€ 69,,Palermo ,2024-03-20,"7,8", · 13 recensioni," 2,1 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Na' zà Ciccina,€ 81,Intero appartamento – 16m²:,Palermo ,2024-03-20,"8,9", · 82 recensioni," 10,1 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa Canali,€ 104,,Palermo ,2024-03-20,"9,8", · 124 recensioni," 1,5 km dal centro",False,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Le Due Pigne - Palermo,€ 101,Intero appartamento – 65m²:,"Monte di Pietà, Palermo ",2024-03-20,"9,5", · 84 recensioni," 0,6 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Valverde Home,€ 83,,"Castellammare Vucciria, Palermo ",2024-03-20,,," 0,5 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
"Lucky Inn, La Locanda della Fortuna",€ 66,,Palermo ,2024-03-20,"8,0", · 3 recensioni," 1,7 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Il terrazzino sul Kemonia,€ 134,Intero appartamento – 80m²:,"Albergaria, Palermo ",2024-03-20,"9,4", · 75 recensioni," 1,1 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Futtitinni Home casamia,€ 105,Intero appartamento – 60m²:,"Monte di Pietà, Palermo ",2024-03-20,10, · 13 recensioni, 400 m dal centro,True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
L'arco sul mare,€ 87,Intero appartamento – 50m²:,Palermo ,2024-03-20,"9,1", · 16 recensioni, 4 km dal centro,False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Teama House - Appartamento in centro - Politeama,€ 74,Intero appartamento – 40m²:,"Borgo vecchio, Palermo ",2024-03-20,"9,5", · 2 recensioni," 0,8 km dal centro",False,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa Vacanze La Rocca 2,€ 58,Intero appartamento – 40m²:,"Albergaria, Palermo ",2024-03-20,"6,1", · 17 recensioni," 1,2 km dal centro",False,,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa mulini,€ 61,Intera casa vacanze – 80m²:,Palermo ,2024-03-20,"8,3", · 49 recensioni," 1,6 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La Cupola,€ 94,Intero appartamento – 50m²:,"Castellammare Vucciria, Palermo ",2024-03-20,"7,9", · 17 recensioni, 350 m dal centro,True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
PortoAmuri,€ 139,Intero appartamento – 150m²:,Palermo ,2024-03-20,"9,5", · 23 recensioni," 0,7 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Ultreya - exclusive apartment with parking possibility,€ 113,Intera casa vacanze – 60m²:,Palermo ,2024-03-20,"9,7", · 6 recensioni, 2 km dal centro,True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Granatelli Rooms - City B&B,€ 112,,"Ruggero Settimo, Palermo ",2024-03-20,"9,2", · 278 recensioni, 300 m dal centro,False,,True,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Luxury Coa Apartment,€ 105,Intero appartamento – 50m²:,"Ruggero Settimo, Palermo ",2024-03-20,"8,4", · 216 recensioni, 300 m dal centro,True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
