nome_hotel,prezzo,stanza,città,data,punteggio,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
Mix&Match,€ 94,,"La Kalsa, Palermo ",2024-03-20,"9,0", · 149 recensioni," 0,9 km dal centro",True,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Loft 30,€ 58,Intera casa vacanze – 55m²:,Palermo ,2024-03-20,10, · 1 recensione," 0,9 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La Querencia,€ 96,,"Castellammare Vucciria, Palermo ",2024-03-20,"8,5", · 302 recensioni, 250 m dal centro,True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
InCanto,€ 134,,"Monte di Pietà, Palermo ",2024-03-20,"8,8", · 877 recensioni," 0,7 km dal centro",False,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Brick Apartment,€ 67,Intero appartamento – 30m²:,Palermo ,2024-03-20,"7,4", · 27 recensioni," 1,4 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Cuba house,€ 76,Intero appartamento – 40m²:,Palermo ,2024-03-20,"8,3", · 39 recensioni," 2,2 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
GOLD SUITE&SPA,€ 157,,"Ruggero Settimo, Palermo ",2024-03-20,"9,2", · 134 recensioni, 450 m dal centro,False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Domus Accomodations,€ 74,Suite privata – 45m²:,Palermo ,2024-03-20,"7,8", · 71 recensioni," 5,3 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Stanze Di Leo,€ 53,,Palermo ,2024-03-20,"7,5", · 206 recensioni," 1,8 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Giorgia House Boat,€ 123,Casa mobile – 50m²:,"Castellammare Vucciria, Palermo ",2024-03-20,"9,9", · 14 recensioni," 1,1 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
LIBOIRE HOME,€ 114,,"Castellammare Vucciria, Palermo ",2024-03-20,"8,8", · 10 recensioni," 0,7 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
House Corso Calatafimi,€ 83,Intera casa vacanze – 80m²:,Palermo ,2024-03-20,"8,7", · 37 recensioni," 4,7 km dal centro",True,,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
"Rocca Mondello Rooms, Beach and Sea",€ 115,,Palermo ,2024-03-20,"7,9", · 7 recensioni," 8,9 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Maqueda Home,€ 57,,"Monte di Pietà, Palermo ",2024-03-20,"8,0", · 178 recensioni, 350 m dal centro,False,,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Maison Heloise,€ 153,Intera casa vacanze – 63m²:,Palermo ,2024-03-20,"9,9", · 19 recensioni," 2,3 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Ameli House,€ 56,Intero appartamento – 30m²:,Palermo ,2024-03-20,"8,3", · 20 recensioni," 1,7 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Tersane IV Vincitore 4 Hotel di Bruno Barbieri,€ 143,,Palermo ,2024-03-20,"8,6", · 89 recensioni," 1,4 km dal centro",False,,True,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
B&B AMISTANZA,€ 112,,Palermo ,2024-03-20,"9,2", · 114 recensioni," 1,1 km dal centro",True,,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Mille o una notte appartament,€ 55,Intero appartamento – 70m²:,Palermo ,2024-03-20,"6,7", · 6 recensioni," 0,6 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La Casita 24,€ 89,Intero appartamento – 53m²:,Palermo ,2024-03-20,"9,1", · 62 recensioni, 2 km dal centro,False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Porta Amari B&B,€ 73,,"Borgo vecchio, Palermo ",2024-03-20,"8,4", · 270 recensioni," 0,8 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Allòft Palermo Rooms,€ 111,,"Albergaria, Palermo ",2024-03-20,"8,9", · 38 recensioni," 0,9 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Divisi Suites & SPA,€ 144,,"La Kalsa, Palermo ",2024-03-20,"9,1", · 333 recensioni," 1,1 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casavacanze Tuttapposto,€ 109,Intero appartamento – 110m²:,Palermo ,2024-03-20,"9,5", · 56 recensioni," 3,3 km dal centro",True,Prezzo solo su mobile ,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
I Cavalieri di Malta,€ 72,,"Castellammare Vucciria, Palermo ",2024-03-20,"8,7", · 434 recensioni," 0,6 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Quattro canti apartment Palermo centro storico,€ 58,,"La Kalsa, Palermo ",2024-03-20,"9,3", · 3 recensioni," 0,9 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Don Mimì Leisure,€ 65,,"Borgo vecchio, Palermo ",2024-03-20,"8,5", · 109 recensioni," 0,7 km dal centro",False,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Residenze Chamur Via Volturno,€ 81,Intero appartamento – 30m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,0", · 77 recensioni, 150 m dal centro,False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Giardino Moreno,€ 97,Intero appartamento – 50m²:,"Albergaria, Palermo ",2024-03-20,"9,5", · 13 recensioni," 1,2 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Don Vito's Home,€ 95,Intero appartamento – 70m²:,Palermo ,2024-03-20,"9,9", · 41 recensioni," 0,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La loggia di Ale,€ 72,Intero appartamento – 60m²:,Palermo ,2024-03-20,"8,4", · 35 recensioni," 2,2 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
atocà1 casa vacanze- self check in - vedi anche atocà2 e atocà3,€ 96,Intero appartamento – 35m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,4", · 66 recensioni," 0,6 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Monte Palace Palermo,€ 58,,Palermo ,2024-03-20,"6,7", · 264 recensioni," 1,4 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Butera Luxury Home,€ 139,,"La Kalsa, Palermo ",2024-03-20,"9,5", · 4 recensioni," 1,3 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Antista Rooms,€ 67,,"La Kalsa, Palermo ",2024-03-20,"8,8", · 166 recensioni," 1,3 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Cathedral House Design,€ 90,Intero appartamento – 60m²:,"Albergaria, Palermo ",2024-03-20,"8,6", · 20 recensioni," 1,1 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Tomasi Apartment Palermo,€ 183,Intero appartamento – 120m²:,"Castellammare Vucciria, Palermo ",2024-03-20,"9,5", · 21 recensioni," 0,5 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Villa Elloise,€ 138,,Palermo ,2024-03-20,10, · 4 recensioni," 9,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Elisir house,€ 108,Intera casa vacanze – 162m²:,"Monte di Pietà, Palermo ",2024-03-20,"9,8", · 33 recensioni," 0,5 km dal centro",False,Prezzo solo su mobile ,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Hola Cathedral House Al Capo,€ 86,Intero appartamento – 50m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,1", · 28 recensioni, 500 m dal centro,True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Lucia Apatrments,€ 67,,Palermo ,2024-03-20,,," 1,1 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La casa del Principe,€ 76,Intera casa vacanze – 50m²:,"Ruggero Settimo, Palermo ",2024-03-20,,, 500 m dal centro,False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Eleven Houses,€ 108,Intero appartamento – 60m²:,"Borgo vecchio, Palermo ",2024-03-20,10, · 1 recensione," 0,8 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
RIGOLETTO HOLIDAY HOME,€ 105,Intera casa vacanze – 45m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,8", · 12 recensioni, 250 m dal centro,True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Federico 70 Giada Economy,€ 58,,Palermo ,2024-03-20,"9,1", · 68 recensioni," 2,9 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
HouseStation Suite,€ 92,Intera casa vacanze – 60m²:,Palermo ,2024-03-20,"9,4", · 45 recensioni," 1,7 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Hola Cathedral House Porta di Castro,€ 90,Intero appartamento – 55m²:,"Albergaria, Palermo ",2024-03-20,"8,3", · 6 recensioni," 1,1 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
SUITE 188 - Via Roma,€ 118,Intera casa vacanze – 80m²:,"La Kalsa, Palermo ",2024-03-20,"9,0", · 56 recensioni," 0,8 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Le stanze di Ruggero,€ 61,,Palermo ,2024-03-20,"8,9", · 81 recensioni," 1,2 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
atocà2 confortevole loft-self check in- vedi anche atocà1 e atocà3,€ 96,Intero appartamento – 35m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,4", · 42 recensioni," 0,6 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
I Mori Apartment,€ 156,Intero appartamento – 43m²:,Palermo ,2024-03-20,"9,0", · 36 recensioni," 0,8 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Le Case Moncada,€ 113,Intero appartamento – 45m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,6", · 11 recensioni," 0,6 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Kosié - il comfort di classe con due matrimoniali e due bagni indipendenti,€ 122,Intera casa vacanze – 70m²:,Palermo ,2024-03-20,"9,7", · 30 recensioni, 2 km dal centro,True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Cathedral Home,€ 125,Intero appartamento – 67m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,6", · 44 recensioni," 0,6 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Battisti 18 Vintage Rooms,€ 66,,"Albergaria, Palermo ",2024-03-20,"9,5", · 167 recensioni," 1,3 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
I Cappuccini Suite,€ 138,Suite privata – 40m²:,Palermo ,2024-03-20,"9,5", · 2 recensioni," 1,7 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
3B Mondello Apartments,€ 190,Intero appartamento – 60m²:,Palermo ,2024-03-20,10, · 4 recensioni," 9,8 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Hotel Palazzo Brunaccini,€ 134,,"Albergaria, Palermo ",2024-03-20,"8,2", · 297 recensioni, 1 km dal centro,False,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Central Station Apartments Holidays,€ 87,Intero appartamento – 60m²:,Palermo ,2024-03-20,"7,7", · 29 recensioni," 1,5 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa Repasi,€ 53,Intero appartamento – 60m²:,Palermo ,2024-03-20,"8,9", · 21 recensioni," 11,1 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa Brezi,€ 168,Intero appartamento – 110m²:,"La Kalsa, Palermo ",2024-03-20,"9,3", · 15 recensioni," 1,3 km dal centro",True,,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Little House inside Capo's Market,€ 83,Intero appartamento – 40m²:,"Monte di Pietà, Palermo ",2024-03-20,"6,7", · 58 recensioni, 250 m dal centro,True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Bellaroto Suite & SPA,€ 895,Suite privata:,"La Kalsa, Palermo ",2024-03-20,"9,1", · 419 recensioni," 0,9 km dal centro",True,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La Casetta,€ 120,Intero appartamento – 60m²:,"Borgo vecchio, Palermo ",2024-03-20,"8,9", · 30 recensioni," 0,8 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
LE CAMERE AL CASSARO,€ 54,,"La Kalsa, Palermo ",2024-03-20,"7,9", · 171 recensioni," 1,2 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa mia,€ 60,,Palermo ,2024-03-20,"8,2", · 118 recensioni," 2,1 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Palazzo Planeta,€ 120,Intero appartamento – 35m²:,"Ruggero Settimo, Palermo ",2024-03-20,"9,2", · 253 recensioni, 500 m dal centro,False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Le Dimore Luxury Rooms,€ 52,,Palermo ,2024-03-20,"7,8", · 86 recensioni," 2,1 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Cedros,€ 74,Intero appartamento – 45m²:,"La Kalsa, Palermo ",2024-03-20,,," 1,4 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa Melqart,€ 257,Intero appartamento – 100m²:,"Castellammare Vucciria, Palermo ",2024-03-20,"8,3", · 7 recensioni," 0,7 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Ai quattro canti di città,€ 131,Intero appartamento – 63m²:,"La Kalsa, Palermo ",2024-03-20,"9,3", · 68 recensioni," 0,8 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Hello Cathedral House,€ 90,Intero appartamento – 65m²:,"Albergaria, Palermo ",2024-03-20,"8,2", · 29 recensioni," 1,1 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Il Rosone Luxury B&B,€ 142,,"Monte di Pietà, Palermo ",2024-03-20,"9,5", · 90 recensioni, 300 m dal centro,True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Politeama Holiday Home - La tua casa nel cuore di Palermo!,€ 68,Intero appartamento – 60m²:,"Borgo vecchio, Palermo ",2024-03-20,,," 0,6 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La Kalsa di Somavi,€ 143,Intera casa vacanze – 60m²:,"La Kalsa, Palermo ",2024-03-20,"9,5", · 22 recensioni," 1,5 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Villa Anima Maris,€ 81,,Palermo ,2024-03-20,,," 7,5 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Palazzo Muzio di Manganelli,€ 90,,"Albergaria, Palermo ",2024-03-20,"8,4", · 13 recensioni," 1,2 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La Siciliana-di fronte la Cattedrale,€ 77,Intera casa vacanze – 45m²:,"Albergaria, Palermo ",2024-03-20,"9,2", · 177 recensioni," 0,8 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
AM APARTAMENT,€ 84,,"Albergaria, Palermo ",2024-03-20,"7,7", · 7 recensioni," 0,8 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Ballarò Rooftop - Hot Tub - BBQ,€ 187,Intero appartamento – 90m²:,"Albergaria, Palermo ",2024-03-20,"9,3", · 9 recensioni," 1,3 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Teatro Massimo:Amazing Flat with terrace,€ 162,Intera casa vacanze – 70m²:,"Monte di Pietà, Palermo ",2024-03-20,"9,4", · 8 recensioni, 350 m dal centro,True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
In centro apartment,€ 79,,"Castellammare Vucciria, Palermo ",2024-03-20,"9,6", · 45 recensioni," 0,5 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Duchi,€ 179,Intero appartamento – 170m²:,Palermo ,2024-03-20,"9,9", · 90 recensioni," 1,2 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Aromi di Sicilia Casa Vacanze,€ 90,Intera casa vacanze – 80m²:,Palermo ,2024-03-20,"8,1", · 19 recensioni, 5 km dal centro,True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Dorotea,€ 224,Intero appartamento – 120m²:,"La Kalsa, Palermo ",2024-03-20,"9,7", · 13 recensioni," 1,4 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
"Via Serradifalco, Zona Via Dante",€ 63,Intera casa vacanze – 40m²:,Palermo ,2024-03-20,"9,6", · 5 recensioni," 1,6 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La Bella Balla-rò,€ 76,,"La Kalsa, Palermo ",2024-03-20,"9,1", · 217 recensioni," 1,3 km dal centro",False,Prezzo solo su mobile ,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Mondello Stesicoro Apartment,€ 84,Intero appartamento – 65m²:,Palermo ,2024-03-20,"8,6", · 14 recensioni, 10 km dal centro,True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Il mio posto ai Quattro Canti - Centro storico Palermo,€ 136,Intero appartamento – 50m²:,"Monte di Pietà, Palermo ",2024-03-20,"9,1", · 47 recensioni," 0,6 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Garden House Mondello Palermo,€ 107,Intera casa vacanze – 70m²:,Palermo ,2024-03-20,"7,2", · 16 recensioni," 8,3 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa Vacanze Febo,€ 163,Intero appartamento – 110m²:,Palermo ,2024-03-20,"8,9", · 10 recensioni," 8,9 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
CASA CASCIOTTO,€ 154,Intera casa vacanze – 95m²:,Palermo ,2024-03-20,"9,9", · 12 recensioni," 9,3 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
dallo Zio Totò,€ 100,,Palermo ,2024-03-20,"8,9", · 75 recensioni," 10,1 km dal centro",False,,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La casa di Pè & Giò,€ 94,Intero appartamento – 40m²:,Palermo ,2024-03-20,"8,1", · 14 recensioni," 1,4 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Sikelia Apartment Centro - SELF CHECK-IN,€ 85,Intero appartamento – 60m²:,"Monte di Pietà, Palermo ",2024-03-20,"9,7", · 34 recensioni, 450 m dal centro,True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Viola's Luxury House,€ 117,Intero appartamento – 130m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,7", · 3 recensioni, 500 m dal centro,False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Oreto Bridge,€ 137,Intero appartamento – 50m²:,Palermo ,2024-03-20,"8,6", · 20 recensioni," 2,3 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Hotel City Center,€ 89,,"Ruggero Settimo, Palermo ",2024-03-20,"7,8", · 256 recensioni, 300 m dal centro,False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Mondello - Addaura - Le Dimore dello Zodiaco - Dimora della Bilancia,€ 274,Intero appartamento – 77m²:,Palermo ,2024-03-20,"7,6", · 14 recensioni," 7,9 km dal centro",True,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Heloise42,€ 76,Intero appartamento – 48m²:,Palermo ,2024-03-20,"9,3", · 55 recensioni," 2,3 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Palazzo Ventimiglia,€ 174,,"La Kalsa, Palermo ",2024-03-20,"9,4", · 146 recensioni," 0,8 km dal centro",False,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Vucciria's house centro storico,€ 70,Intero appartamento – 90m²:,"Castellammare Vucciria, Palermo ",2024-03-20,"8,2", · 28 recensioni," 0,8 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Residenze Chamur Via Mariano Migliaccio,€ 129,Intero appartamento – 55m²:,Palermo ,2024-03-20,"9,2", · 65 recensioni," 2,3 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Baglio Judica Apartments,€ 169,Intero appartamento – 73m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,6", · 111 recensioni, 450 m dal centro,False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Artemisia Palace Hotel,€ 163,,"Ruggero Settimo, Palermo ",2024-03-20,"8,3", · 1.684 recensioni, 500 m dal centro,False,,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Monteleone Apartment,€ 84,,"Castellammare Vucciria, Palermo ",2024-03-20,"8,5", · 6 recensioni, 400 m dal centro,False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Due terrazze in centro by Wonderful Italy,€ 156,Intero appartamento – 120m²:,"Albergaria, Palermo ",2024-03-20,"8,8", · 9 recensioni," 0,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Zisas,€ 95,Intero appartamento – 50m²:,Palermo ,2024-03-20,"9,2", · 36 recensioni," 1,4 km dal centro",False,Prezzo solo su mobile ,True,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa da Francesca,€ 113,Intera casa vacanze – 60m²:,Palermo ,2024-03-20,"8,8", · 31 recensioni," 1,7 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Cathedral City Center Palermo 1,€ 58,,"Monte di Pietà, Palermo ",2024-03-20,"8,5", · 2 recensioni," 0,6 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Medusa,€ 85,,"La Kalsa, Palermo ",2024-03-20,"9,2", · 109 recensioni," 1,2 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Orange Lemon,€ 68,Intero appartamento – 30m²:,"Albergaria, Palermo ",2024-03-20,"8,0", · 1 recensione," 0,8 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La Casetta di Angy,€ 59,,Palermo ,2024-03-20,"6,5", · 2 recensioni," 1,1 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
AUSA suites,€ 79,,"La Kalsa, Palermo ",2024-03-20,"9,0", · 190 recensioni," 1,3 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Olivarooms,€ 70,,Palermo ,2024-03-20,"9,6", · 83 recensioni," 1,6 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Greek Apartments,€ 74,Intero appartamento – 45m²:,"Monte di Pietà, Palermo ",2024-03-20,"8,4", · 218 recensioni, 450 m dal centro,True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Casa Swamy,€ 74,Intera casa vacanze – 50m²:,Palermo ,2024-03-20,,," 1,8 km dal centro",False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
LULETTA HOME,€ 56,,Palermo ,2024-03-20,"7,5", · 4 recensioni," 1,6 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La Loggia 34,€ 62,Intera casa vacanze – 65m²:,Palermo ,2024-03-20,"9,0", · 30 recensioni, 2 km dal centro,True,Offerta Inizio 2024 ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Piccola suite e dimora del teatro Massimo,€ 93,Intero monolocale – 25m²:,"Castellammare Vucciria, Palermo ",2024-03-20,"7,8", · 23 recensioni, 150 m dal centro,True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Arte Bianca,€ 84,,"La Kalsa, Palermo ",2024-03-20,"9,1", · 196 recensioni," 1,3 km dal centro",False,,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Residence Hotel Gloria,€ 54,,Palermo ,2024-03-20,"6,1", · 150 recensioni," 1,9 km dal centro",True,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
B&B Azul,€ 82,Suite privata:,Palermo ,2024-03-20,"9,0", · 117 recensioni," 1,4 km dal centro",False,,True,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Lampionelli 12 Style Rooms,€ 65,,"La Kalsa, Palermo ",2024-03-20,"7,2", · 159 recensioni, 1 km dal centro,True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
La Casa di Lilù,€ 164,Intero appartamento – 50m²:,"Monte di Pietà, Palermo ",2024-03-20,"9,0", · 49 recensioni," 0,6 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Florio House,€ 67,,Palermo ,2024-03-20,,," 3,7 km dal centro",False,,True,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Politeama Dependance,€ 59,,Palermo ,2024-03-20,10, · 1 recensione, 500 m dal centro,False,,False,False,True,Android,sunnytraveler,mobile,03-03-2024---17:59
Palazzo Maqueda,€ 108,,"Monte di Pietà, Palermo ",2024-03-20,10, · 2 recensioni," 0,5 km dal centro",False,Offerta Inizio 2024 ,False,True,True,Android,sunnytraveler,mobile,03-03-2024---17:59
